temp_env,humidity,lux,wind_speed,pump_status,target_t_cell
99340.0,100.0,0,33.58,2.36,99340.0
33.58,60.0,99340.0,2.36,0,58.415
33.63,60.0,100512.0,2.36,0,58.758
100512.0,100.0,0,33.63,2.36,100512.0
33.63,60.0,100512.0,2.36,0,58.758
33.67,60.0,99818.0,2.36,0,58.6245
99818.0,100.0,0,33.67,2.36,99818.0
33.67,60.0,99818.0,2.36,0,58.6245
33.72,60.0,99186.0,2.36,0,58.5165
99186.0,100.0,0,33.72,2.36,99186.0
33.72,60.0,99186.0,2.36,0,58.5165
33.76,60.0,99211.0,2.36,0,58.562749999999994
99211.0,100.0,0,33.76,2.36,99211.0
33.76,60.0,99211.0,2.36,0,58.562749999999994
33.8,60.0,99086.0,2.36,0,58.5715
99086.0,100.0,0,33.8,2.36,99086.0
33.8,60.0,99086.0,2.36,0,58.5715
33.84,60.0,99535.0,2.36,0,58.72375
99535.0,100.0,0,33.84,2.36,99535.0
33.84,60.0,99535.0,2.36,0,58.72375
33.89,60.0,99455.0,2.36,0,58.75375
99455.0,100.0,0,33.89,2.36,99455.0
33.89,60.0,99455.0,2.36,0,58.75375
33.93,60.0,99719.0,2.36,0,58.85975
99719.0,100.0,0,33.93,2.36,99719.0
33.93,60.0,99719.0,2.36,0,58.85975
33.97,60.0,98191.0,2.36,0,58.51775
98191.0,100.0,0,33.97,2.36,98191.0
33.97,60.0,98191.0,2.36,0,58.51775
34.01,60.0,98915.0,2.36,0,58.738749999999996
98915.0,100.0,0,34.01,2.36,98915.0
34.01,60.0,98915.0,2.36,0,58.738749999999996
34.05,60.0,98779.0,2.36,0,58.744749999999996
98779.0,100.0,0,34.05,2.36,98779.0
34.05,60.0,98779.0,2.36,0,58.744749999999996
34.08,60.0,98673.0,2.36,0,58.74825
98673.0,100.0,0,34.08,2.36,98673.0
34.08,60.0,98673.0,2.36,0,58.74825
34.12,60.0,98172.0,2.36,0,58.663
98172.0,100.0,0,34.12,2.36,98172.0
34.12,60.0,98172.0,2.36,0,58.663
34.16,60.0,97408.0,2.36,0,58.512
97408.0,100.0,0,34.16,2.36,97408.0
34.16,60.0,97408.0,2.36,0,58.512
34.19,60.0,97501.0,2.36,0,58.56525
97501.0,100.0,0,34.19,2.36,97501.0
34.19,60.0,97501.0,2.36,0,58.56525
34.23,60.0,98044.0,2.36,0,58.741
98044.0,100.0,0,34.23,2.36,98044.0
34.23,60.0,98044.0,2.36,0,58.741
34.26,60.0,97048.0,2.36,0,58.522
97048.0,100.0,0,34.26,2.36,97048.0
34.26,60.0,97048.0,2.36,0,58.522
34.3,60.0,96368.0,2.36,0,58.391999999999996
96368.0,100.0,0,34.3,2.36,96368.0
34.3,60.0,96368.0,2.36,0,58.391999999999996
34.33,60.0,95947.0,2.36,0,58.31675
95947.0,100.0,0,34.33,2.36,95947.0
34.33,60.0,95947.0,2.36,0,58.31675
34.36,60.0,95921.0,2.36,0,58.34025
95921.0,100.0,0,34.36,2.36,95921.0
34.36,60.0,95921.0,2.36,0,58.34025
34.39,60.0,95020.0,2.36,0,58.144999999999996
95020.0,100.0,0,34.39,2.36,95020.0
34.39,60.0,95020.0,2.36,0,58.144999999999996
34.42,60.0,95150.0,2.36,0,58.2075
95150.0,100.0,0,34.42,2.36,95150.0
34.42,60.0,95150.0,2.36,0,58.2075
34.46,60.0,94947.0,2.36,0,58.19675
94947.0,100.0,0,34.46,2.36,94947.0
34.46,60.0,94947.0,2.36,0,58.19675
31.36,60.0,87195.0,2.36,0,53.15875
87195.0,100.0,0,31.36,2.36,87195.0
31.36,60.0,87195.0,2.36,0,53.15875
31.42,60.0,87273.0,2.36,0,53.23825
87273.0,100.0,0,31.42,2.36,87273.0
31.42,60.0,87273.0,2.36,0,53.23825
31.48,60.0,87826.0,2.36,0,53.436499999999995
87826.0,100.0,0,31.48,2.36,87826.0
31.48,60.0,87826.0,2.36,0,53.436499999999995
31.55,60.0,89884.0,2.36,0,54.021
89884.0,100.0,0,31.55,2.36,89884.0
31.55,60.0,89884.0,2.36,0,54.021
31.61,60.0,89919.0,2.36,0,54.089749999999995
89919.0,100.0,0,31.61,2.36,89919.0
31.61,60.0,89919.0,2.36,0,54.089749999999995
31.67,60.0,89507.0,2.36,0,54.04675
89507.0,100.0,0,31.67,2.36,89507.0
31.67,60.0,89507.0,2.36,0,54.04675
31.73,60.0,91446.0,2.36,0,54.591499999999996
91446.0,100.0,0,31.73,2.36,91446.0
31.73,60.0,91446.0,2.36,0,54.591499999999996
31.79,60.0,91872.0,2.36,0,54.757999999999996
91872.0,100.0,0,31.79,2.36,91872.0
31.79,60.0,91872.0,2.36,0,54.757999999999996
31.85,60.0,91514.0,2.36,0,54.7285
91514.0,100.0,0,31.85,2.36,91514.0
31.85,60.0,91514.0,2.36,0,54.7285
31.91,60.0,92171.0,2.36,0,54.95275
92171.0,100.0,0,31.91,2.36,92171.0
31.91,60.0,92171.0,2.36,0,54.95275
31.97,60.0,92721.0,2.36,0,55.15025
92721.0,100.0,0,31.97,2.36,92721.0
31.97,60.0,92721.0,2.36,0,55.15025
32.03,60.0,92420.0,2.36,0,55.135000000000005
92420.0,100.0,0,32.03,2.36,92420.0
32.03,60.0,92420.0,2.36,0,55.135000000000005
32.09,60.0,94301.0,2.36,0,55.66525
94301.0,100.0,0,32.09,2.36,94301.0
32.09,60.0,94301.0,2.36,0,55.66525
32.15,60.0,93832.0,2.36,0,55.608
93832.0,100.0,0,32.15,2.36,93832.0
32.15,60.0,93832.0,2.36,0,55.608
32.21,60.0,95099.0,2.36,0,55.984750000000005
95099.0,100.0,0,32.21,2.36,95099.0
32.21,60.0,95099.0,2.36,0,55.984750000000005
32.27,60.0,94622.0,2.36,0,55.9255
94622.0,100.0,0,32.27,2.36,94622.0
32.27,60.0,94622.0,2.36,0,55.9255
32.33,60.0,94650.0,2.36,0,55.9925
94650.0,100.0,0,32.33,2.36,94650.0
32.33,60.0,94650.0,2.36,0,55.9925
32.39,60.0,95588.0,2.36,0,56.287
95588.0,100.0,0,32.39,2.36,95588.0
32.39,60.0,95588.0,2.36,0,56.287
32.44,60.0,96126.0,2.36,0,56.4715
96126.0,100.0,0,32.44,2.36,96126.0
32.44,60.0,96126.0,2.36,0,56.4715
32.5,60.0,95914.0,2.36,0,56.4785
95914.0,100.0,0,32.5,2.36,95914.0
32.5,60.0,95914.0,2.36,0,56.4785
32.56,60.0,96537.0,2.36,0,56.694250000000004
96537.0,100.0,0,32.56,2.36,96537.0
32.56,60.0,96537.0,2.36,0,56.694250000000004
32.61,60.0,98225.0,2.36,0,57.16625
98225.0,100.0,0,32.61,2.36,98225.0
32.61,60.0,98225.0,2.36,0,57.16625
32.67,60.0,97414.0,2.36,0,57.0235
97414.0,100.0,0,32.67,2.36,97414.0
32.67,60.0,97414.0,2.36,0,57.0235
32.72,60.0,97670.0,2.36,0,57.1375
97670.0,100.0,0,32.72,2.36,97670.0
32.72,60.0,97670.0,2.36,0,57.1375
32.78,60.0,98618.0,2.36,0,57.4345
98618.0,100.0,0,32.78,2.36,98618.0
32.78,60.0,98618.0,2.36,0,57.4345
32.83,60.0,98551.0,2.36,0,57.467749999999995
98551.0,100.0,0,32.83,2.36,98551.0
32.83,60.0,98551.0,2.36,0,57.467749999999995
32.89,60.0,99293.0,2.36,0,57.71325
99293.0,100.0,0,32.89,2.36,99293.0
32.89,60.0,99293.0,2.36,0,57.71325
32.94,60.0,98267.0,2.36,0,57.50675
98267.0,100.0,0,32.94,2.36,98267.0
32.94,60.0,98267.0,2.36,0,57.50675
32.99,60.0,98146.0,2.36,0,57.5265
98146.0,100.0,0,32.99,2.36,98146.0
32.99,60.0,98146.0,2.36,0,57.5265
33.04,60.0,99074.0,2.36,0,57.808499999999995
99074.0,100.0,0,33.04,2.36,99074.0
33.04,60.0,99074.0,2.36,0,57.808499999999995
33.1,60.0,99431.0,2.36,0,57.957750000000004
99431.0,100.0,0,33.1,2.36,99431.0
33.1,60.0,99431.0,2.36,0,57.957750000000004
33.15,60.0,100062.0,2.36,0,58.165499999999994
100062.0,100.0,0,33.15,2.36,100062.0
33.15,60.0,100062.0,2.36,0,58.165499999999994
33.2,60.0,99606.0,2.36,0,58.1015
99606.0,100.0,0,33.2,2.36,99606.0
33.2,60.0,99606.0,2.36,0,58.1015
33.25,60.0,99630.0,2.36,0,58.1575
99630.0,100.0,0,33.25,2.36,99630.0
33.25,60.0,99630.0,2.36,0,58.1575
33.3,60.0,99301.0,2.36,0,58.125249999999994
99301.0,100.0,0,33.3,2.36,99301.0
33.3,60.0,99301.0,2.36,0,58.125249999999994
33.35,60.0,99485.0,2.36,0,58.22125
99485.0,100.0,0,33.35,2.36,99485.0
33.35,60.0,99485.0,2.36,0,58.22125
31.36,60.0,87127.0,2.36,0,53.14175
87127.0,100.0,0,31.36,2.36,87127.0
31.36,60.0,87127.0,2.36,0,53.14175
31.42,60.0,88344.0,2.36,0,53.506
88344.0,100.0,0,31.42,2.36,88344.0
31.42,60.0,88344.0,2.36,0,53.506
31.48,60.0,88648.0,2.36,0,53.641999999999996
88648.0,100.0,0,31.48,2.36,88648.0
31.48,60.0,88648.0,2.36,0,53.641999999999996
31.36,60.0,87158.0,7.71,0,53.1495
87158.0,100.0,0,31.36,7.71,87158.0
31.36,60.0,87158.0,7.71,0,53.1495
31.42,60.0,88304.0,7.71,0,53.496
88304.0,100.0,0,31.42,7.71,88304.0
31.42,60.0,88304.0,7.71,0,53.496
31.48,60.0,88470.0,7.71,0,53.5975
88470.0,100.0,0,31.48,7.71,88470.0
31.48,60.0,88470.0,7.71,0,53.5975
31.55,60.0,89452.0,7.71,0,53.913
89452.0,100.0,0,31.55,7.71,89452.0
31.55,60.0,89452.0,7.71,0,53.913
31.61,60.0,88809.0,7.71,0,53.81225
88809.0,100.0,0,31.61,7.71,88809.0
31.61,60.0,88809.0,7.71,0,53.81225
31.67,60.0,90605.0,7.71,0,54.321250000000006
90605.0,100.0,0,31.67,7.71,90605.0
31.67,60.0,90605.0,7.71,0,54.321250000000006
31.73,60.0,91267.0,7.71,0,54.54675
91267.0,100.0,0,31.73,7.71,91267.0
31.73,60.0,91267.0,7.71,0,54.54675
31.79,60.0,90758.0,7.71,0,54.4795
90758.0,100.0,0,31.79,7.71,90758.0
31.79,60.0,90758.0,7.71,0,54.4795
31.85,60.0,92128.0,7.71,0,54.882000000000005
92128.0,100.0,0,31.85,7.71,92128.0
31.85,60.0,92128.0,7.71,0,54.882000000000005
31.91,60.0,93028.0,7.71,0,55.167
93028.0,100.0,0,31.91,7.71,93028.0
31.91,60.0,93028.0,7.71,0,55.167
31.97,60.0,93439.0,7.71,0,55.32975
93439.0,100.0,0,31.97,7.71,93439.0
31.97,60.0,93439.0,7.71,0,55.32975
32.03,60.0,94102.0,7.71,0,55.5555
94102.0,100.0,0,32.03,7.71,94102.0
32.03,60.0,94102.0,7.71,0,55.5555
32.09,60.0,93725.0,7.71,0,55.52125
93725.0,100.0,0,32.09,7.71,93725.0
32.09,60.0,93725.0,7.71,0,55.52125
32.15,60.0,94709.0,7.71,0,55.82725
94709.0,100.0,0,32.15,7.71,94709.0
32.15,60.0,94709.0,7.71,0,55.82725
32.21,60.0,93841.0,7.71,0,55.670249999999996
93841.0,100.0,0,32.21,7.71,93841.0
32.21,60.0,93841.0,7.71,0,55.670249999999996
32.27,60.0,95173.0,7.71,0,56.063250000000004
95173.0,100.0,0,32.27,7.71,95173.0
32.27,60.0,95173.0,7.71,0,56.063250000000004
32.33,60.0,96446.0,7.71,0,56.4415
96446.0,100.0,0,32.33,7.71,96446.0
32.33,60.0,96446.0,7.71,0,56.4415
32.39,60.0,96674.0,7.71,0,56.5585
96674.0,100.0,0,32.39,7.71,96674.0
32.39,60.0,96674.0,7.71,0,56.5585
32.44,60.0,95558.0,7.71,0,56.329499999999996
95558.0,100.0,0,32.44,7.71,95558.0
32.44,60.0,95558.0,7.71,0,56.329499999999996
32.5,60.0,95858.0,7.71,0,56.4645
95858.0,100.0,0,32.5,7.71,95858.0
32.5,60.0,95858.0,7.71,0,56.4645
32.56,60.0,96396.0,7.71,0,56.659000000000006
96396.0,100.0,0,32.56,7.71,96396.0
32.56,60.0,96396.0,7.71,0,56.659000000000006
32.61,60.0,96585.0,7.71,0,56.756249999999994
96585.0,100.0,0,32.61,7.71,96585.0
32.61,60.0,96585.0,7.71,0,56.756249999999994
32.67,60.0,98429.0,7.71,0,57.27725
98429.0,100.0,0,32.67,7.71,98429.0
32.67,60.0,98429.0,7.71,0,57.27725
32.72,60.0,98756.0,7.71,0,57.409
98756.0,100.0,0,32.72,7.71,98756.0
32.72,60.0,98756.0,7.71,0,57.409
32.78,60.0,97330.0,7.71,0,57.1125
97330.0,100.0,0,32.78,7.71,97330.0
32.78,60.0,97330.0,7.71,0,57.1125
32.83,60.0,98509.0,7.71,0,57.45725
98509.0,100.0,0,32.83,7.71,98509.0
32.83,60.0,98509.0,7.71,0,57.45725
32.89,60.0,97694.0,7.71,0,57.313500000000005
97694.0,100.0,0,32.89,7.71,97694.0
32.89,60.0,97694.0,7.71,0,57.313500000000005
32.94,60.0,98269.0,7.71,0,57.50725
98269.0,100.0,0,32.94,7.71,98269.0
32.94,60.0,98269.0,7.71,0,57.50725
32.99,60.0,98335.0,7.71,0,57.573750000000004
98335.0,100.0,0,32.99,7.71,98335.0
32.99,60.0,98335.0,7.71,0,57.573750000000004
33.04,60.0,99144.0,7.71,0,57.826
99144.0,100.0,0,33.04,7.71,99144.0
33.04,60.0,99144.0,7.71,0,57.826
33.1,60.0,99878.0,7.71,0,58.069500000000005
99878.0,100.0,0,33.1,7.71,99878.0
33.1,60.0,99878.0,7.71,0,58.069500000000005
33.15,60.0,99851.0,7.71,0,58.11275
99851.0,100.0,0,33.15,7.71,99851.0
33.15,60.0,99851.0,7.71,0,58.11275
33.2,60.0,98715.0,7.71,0,57.878750000000004
98715.0,100.0,0,33.2,7.71,98715.0
33.2,60.0,98715.0,7.71,0,57.878750000000004
33.25,60.0,100448.0,7.71,0,58.361999999999995
100448.0,100.0,0,33.25,7.71,100448.0
33.25,60.0,100448.0,7.71,0,58.361999999999995
33.3,60.0,99917.0,7.71,0,58.27925
99917.0,100.0,0,33.3,7.71,99917.0
33.3,60.0,99917.0,7.71,0,58.27925
33.35,60.0,99240.0,7.71,0,58.16
99240.0,100.0,0,33.35,7.71,99240.0
33.35,60.0,99240.0,7.71,0,58.16
33.39,60.0,98933.0,7.71,0,58.12325
98933.0,100.0,0,33.39,7.71,98933.0
33.39,60.0,98933.0,7.71,0,58.12325
33.44,60.0,100031.0,7.71,0,58.44775
100031.0,100.0,0,33.44,7.71,100031.0
33.44,60.0,100031.0,7.71,0,58.44775
33.49,60.0,100916.0,7.71,0,58.719
100916.0,100.0,0,33.49,7.71,100916.0
33.49,60.0,100916.0,7.71,0,58.719
33.54,60.0,100735.0,7.71,0,58.723749999999995
100735.0,100.0,0,33.54,7.71,100735.0
33.54,60.0,100735.0,7.71,0,58.723749999999995
33.58,60.0,100674.0,7.71,0,58.7485
100674.0,100.0,0,33.58,7.71,100674.0
33.58,60.0,100674.0,7.71,0,58.7485
33.63,60.0,99497.0,7.71,0,58.50425
99497.0,100.0,0,33.63,7.71,99497.0
33.63,60.0,99497.0,7.71,0,58.50425
33.67,60.0,99337.0,7.71,0,58.50425
99337.0,100.0,0,33.67,7.71,99337.0
33.67,60.0,99337.0,7.71,0,58.50425
33.72,60.0,100268.0,7.71,0,58.787
100268.0,100.0,0,33.72,7.71,100268.0
33.72,60.0,100268.0,7.71,0,58.787
33.76,60.0,100166.0,7.71,0,58.8015
100166.0,100.0,0,33.76,7.71,100166.0
33.76,60.0,100166.0,7.71,0,58.8015
33.8,60.0,99754.0,7.71,0,58.7385
99754.0,100.0,0,33.8,7.71,99754.0
33.8,60.0,99754.0,7.71,0,58.7385
33.84,60.0,100423.0,7.71,0,58.945750000000004
100423.0,100.0,0,33.84,7.71,100423.0
33.84,60.0,100423.0,7.71,0,58.945750000000004
33.89,60.0,99327.0,7.71,0,58.72175
99327.0,100.0,0,33.89,7.71,99327.0
33.89,60.0,99327.0,7.71,0,58.72175
33.93,60.0,100139.0,7.71,0,58.964749999999995
100139.0,100.0,0,33.93,7.71,100139.0
33.93,60.0,100139.0,7.71,0,58.964749999999995
33.97,60.0,100082.0,7.71,0,58.9905
100082.0,100.0,0,33.97,7.71,100082.0
33.97,60.0,100082.0,7.71,0,58.9905
34.01,60.0,99149.0,7.71,0,58.79725
99149.0,100.0,0,34.01,7.71,99149.0
34.01,60.0,99149.0,7.71,0,58.79725
34.05,60.0,99367.0,7.71,0,58.89175
99367.0,100.0,0,34.05,7.71,99367.0
34.05,60.0,99367.0,7.71,0,58.89175
34.08,60.0,98905.0,7.71,0,58.80625
98905.0,100.0,0,34.08,7.71,98905.0
34.08,60.0,98905.0,7.71,0,58.80625
34.12,60.0,98822.0,7.71,0,58.8255
98822.0,100.0,0,34.12,7.71,98822.0
34.12,60.0,98822.0,7.71,0,58.8255
34.16,60.0,98306.0,7.71,0,58.73649999999999
98306.0,100.0,0,34.16,7.71,98306.0
34.16,60.0,98306.0,7.71,0,58.73649999999999
34.19,60.0,98166.0,7.71,0,58.7315
98166.0,100.0,0,34.19,7.71,98166.0
34.19,60.0,98166.0,7.71,0,58.7315
34.23,60.0,97181.0,7.71,0,58.52525
97181.0,100.0,0,34.23,7.71,97181.0
34.23,60.0,97181.0,7.71,0,58.52525
34.26,60.0,97428.0,7.71,0,58.617
97428.0,100.0,0,34.26,7.71,97428.0
34.26,60.0,97428.0,7.71,0,58.617
34.3,60.0,95989.0,7.71,0,58.29725
95989.0,100.0,0,34.3,7.71,95989.0
34.3,60.0,95989.0,7.71,0,58.29725
34.33,60.0,95779.0,7.71,0,58.27475
95779.0,100.0,0,34.33,7.71,95779.0
34.33,60.0,95779.0,7.71,0,58.27475
34.36,60.0,96477.0,7.71,0,58.47925
96477.0,100.0,0,34.36,7.71,96477.0
34.36,60.0,96477.0,7.71,0,58.47925
34.39,60.0,94915.0,7.71,0,58.118750000000006
94915.0,100.0,0,34.39,7.71,94915.0
34.39,60.0,94915.0,7.71,0,58.118750000000006
34.42,60.0,94591.0,7.71,0,58.067750000000004
94591.0,100.0,0,34.42,7.71,94591.0
34.42,60.0,94591.0,7.71,0,58.067750000000004
34.46,60.0,95359.0,7.71,0,58.29975
95359.0,100.0,0,34.46,7.71,95359.0
34.46,60.0,95359.0,7.71,0,58.29975
34.48,60.0,93946.0,7.71,0,57.966499999999996
93946.0,100.0,0,34.48,7.71,93946.0
34.48,60.0,93946.0,7.71,0,57.966499999999996
34.51,60.0,93731.0,7.71,0,57.94275
93731.0,100.0,0,34.51,7.71,93731.0
34.51,60.0,93731.0,7.71,0,57.94275
34.54,60.0,94224.0,7.71,0,58.096000000000004
94224.0,100.0,0,34.54,7.71,94224.0
34.54,60.0,94224.0,7.71,0,58.096000000000004
34.57,60.0,93449.0,7.71,0,57.932249999999996
93449.0,100.0,0,34.57,7.71,93449.0
34.57,60.0,93449.0,7.71,0,57.932249999999996
34.59,60.0,93114.0,7.71,0,57.868500000000004
93114.0,100.0,0,34.59,7.71,93114.0
34.59,60.0,93114.0,7.71,0,57.868500000000004
34.62,60.0,92368.0,7.71,0,57.711999999999996
92368.0,100.0,0,34.62,7.71,92368.0
34.62,60.0,92368.0,7.71,0,57.711999999999996
34.64,60.0,92738.0,7.71,0,57.8245
92738.0,100.0,0,34.64,7.71,92738.0
34.64,60.0,92738.0,7.71,0,57.8245
34.67,60.0,91158.0,7.71,0,57.459500000000006
91158.0,100.0,0,34.67,7.71,91158.0
34.67,60.0,91158.0,7.71,0,57.459500000000006
31.36,60.0,87390.0,7.71,0,53.207499999999996
87390.0,100.0,0,31.36,7.71,87390.0
31.36,60.0,87390.0,7.71,0,53.207499999999996
31.42,60.0,88551.0,7.71,0,53.55775
88551.0,100.0,0,31.42,7.71,88551.0
31.42,60.0,88551.0,7.71,0,53.55775
31.48,60.0,87991.0,7.71,0,53.47775
87991.0,100.0,0,31.48,7.71,87991.0
31.48,60.0,87991.0,7.71,0,53.47775
31.55,60.0,89662.0,7.71,0,53.965500000000006
89662.0,100.0,0,31.55,7.71,89662.0
31.55,60.0,89662.0,7.71,0,53.965500000000006
31.36,60.0,87991.0,7.71,0,53.357749999999996
87991.0,100.0,0,31.36,7.71,87991.0
31.36,60.0,87991.0,7.71,0,53.357749999999996
31.42,60.0,87348.0,7.71,0,53.257000000000005
87348.0,100.0,0,31.42,7.71,87348.0
31.42,60.0,87348.0,7.71,0,53.257000000000005
31.48,60.0,88562.0,7.71,0,53.6205
88562.0,100.0,0,31.48,7.71,88562.0
31.48,60.0,88562.0,7.71,0,53.6205
31.55,60.0,89772.0,7.71,0,53.993
89772.0,100.0,0,31.55,7.71,89772.0
31.55,60.0,89772.0,7.71,0,53.993
31.61,60.0,90467.0,7.71,0,54.226749999999996
90467.0,100.0,0,31.61,7.71,90467.0
31.61,60.0,90467.0,7.71,0,54.226749999999996
31.67,60.0,91205.0,7.71,0,54.47125
91205.0,100.0,0,31.67,7.71,91205.0
31.67,60.0,91205.0,7.71,0,54.47125
31.73,60.0,90028.0,7.71,0,54.237
90028.0,100.0,0,31.73,7.71,90028.0
31.73,60.0,90028.0,7.71,0,54.237
31.79,60.0,90765.0,7.71,0,54.48125
90765.0,100.0,0,31.79,7.71,90765.0
31.79,60.0,90765.0,7.71,0,54.48125
31.85,60.0,91602.0,7.71,0,54.7505
91602.0,100.0,0,31.85,7.71,91602.0
31.85,60.0,91602.0,7.71,0,54.7505
31.91,60.0,92422.0,7.71,0,55.0155
92422.0,100.0,0,31.91,7.71,92422.0
31.91,60.0,92422.0,7.71,0,55.0155
